GEOID,total_active_licenses
36061011500,19
36061001502,18
36061010100,16
36061012500,16
36061010900,16
36061002100,16
36061013100,15
36061000700,15
36061000900,14
36061011300,13
36061009800,12
36061013700,11
36061004100,11
36061009200,11
36081093800,11
36047042700,10
36061007600,10
36061011900,10
36061003400,10
36085002100,10
36061003300,10
36061007700,10
36061008400,10
36047049600,9
36081055700,9
36061009100,9
36061001800,9
36061011100,9
36061003800,9
36005006301,9
36061001300,9
36061006500,9
36061019300,9
36047051300,8
36085014604,8
36061006700,8
36061012400,8
36061013300,8
36081069300,8
36061006600,8
36081044601,8
36061008800,8
36005039700,8
36061009500,8
36061010200,8
36061003200,8
36005020000,8
36061007400,8
36061012700,8
36061007200,8
36081087100,7
36061006800,7
36047019100,7
36085024800,7
36047052700,7
36081008800,7
36005043101,7
36061021800,7
36047008400,7
36081046500,7
36061009600,7
36005026602,7
36081043900,7
36061004700,7
36081030903,7
36061006100,7
36085013400,7
36047016000,7
36005038500,7
36081000702,7
36047038600,7
36061008200,7
36061014802,7
36005039300,6
36081011500,6
36047038900,6
36061012101,6
36061028500,6
36005042500,6
36061007100,6
36005041300,6
36061018900,6
36081018300,6
36061016700,6
36081029400,6
36061011000,6
36085022602,6
36061001600,6
36061025900,6
36061002602,6
36085029104,6
36005033000,6
36005030000,6
36061008100,6
36061010000,6
36005023900,6
36085018901,6
36047006500,6
36061002201,6
36081015900,6
36061006400,6
36005039100,6
36081053100,6
36005043102,6
36081054900,6
36061013900,6
36081001200,6
36061003002,6
36005007600,6
36085023900,6
36061013800,6
36005044902,6
36061022500,6
36047014300,6
36005008500,6
36047044500,6
36047018800,6
36047049700,6
36081055100,6
36081028900,6
36005019700,6
36061015700,6
36061003001,6
36005028900,6
36047049500,6
36005017702,5
36061008000,5
36081025301,5
36047003300,5
36081030600,5
36081086900,5
36061011800,5
36047005800,5
36047055300,5
36005039902,5
36005021502,5
36047042900,5
36081134100,5
36047119600,5
36081007100,5
36005038900,5
36081026901,5
36081059502,5
36005036300,5
36047012902,5
36061007300,5
36085000800,5
36061016600,5
36081058500,5
36047043900,5
36081005900,5
36061010400,5
36061022000,5
36047006800,5
36081051200,5
36061013502,5
36061029300,5
36061018800,5
36005038100,5
36005040702,5
36081078800,5
36061003601,5
36085016901,5
36061013400,5
36047024500,5
36005026601,5
36005009200,5
36047090600,5
36085021300,5
36081046200,5
36005019500,5
36005041400,5
36047060600,5
36061014601,5
36085014607,5
36061023200,5
36061009300,5
36081023800,5
36047036900,5
36081006100,5
36085030302,5
36005026300,5
36061027100,5
36061012102,5
36081094201,5
36061005400,5
36081015802,5
36061015302,5
36061016900,5
36061017000,5
36061004900,5
36047007600,5
36085020702,5
36061023300,5
36061017200,5
36081005400,5
36061021303,5
36061024500,5
36047040800,5
36005039901,5
36005008700,5
36005025300,5
36047059100,4
36081037900,4
36061014500,4
36081089201,4
36081117500,4
36081005100,4
36047018000,4
36081052100,4
36081047300,4
36005021800,4
36005029500,4
36061005501,4
36005042100,4
36081009400,4
36005040400,4
36061011402,4
36081021400,4
36061015801,4
36005048401,4
36005024000,4
36047117400,4
36061003700,4
36005017500,4
36047112600,4
36047055200,4
36005017701,4
36061000600,4
36047056100,4
36005003900,4
36061004002,4
36047057100,4
36005018900,4
36047050402,4
36005037800,4
36081009700,4
36081046100,4
36047006000,4
36081112300,4
36047001100,4
36085013204,4
36061022301,4
36081005300,4
36081016900,4
36005023703,4
36047078601,4
36081075701,4
36081021601,4
36081088400,4
36047028900,4
36081046000,4
36061018300,4
36081008600,4
36047089000,4
36005040304,4
36005007900,4
36005025100,4
36085012100,4
36047059402,4
36047057800,4
36047013900,4
36005002500,4
36081124100,4
36061015900,4
36081056700,4
36005014100,4
36047040300,4
36061021100,4
36047114600,4
36081061301,4
36081039901,4
36047046000,4
36061015200,4
36005037300,4
36005040600,4
36047017200,4
36081098100,4
36081017901,4
36047052500,4
36005009301,4
36047082800,4
36081062500,4
36061003100,4
36047077000,4
36047066200,4
36081028300,4
36005019900,4
36005034000,4
36085000700,4
36061017100,4
36061018400,4
36085011203,4
36047044100,4
36047043100,4
36005005400,4
36061019600,4
36005022800,4
36047007400,4
36005011502,4
36081015801,4
36085027706,4
36081024300,4
36047041300,4
36047079601,4
36081006300,4
36081032000,4
36047119800,4
36061004001,4
36061014000,4
36081003302,4
36047057500,4
36081011300,4
36047014500,4
36047037500,4
36081014201,4
36047056500,4
36061023100,4
36047048100,4
36081068700,4
36047054900,4
36061011201,4
36047053200,4
36047079400,4
36061018200,4
36005026701,4
36081071100,4
36081040502,4
36047055100,4
36061008700,4
36061026300,4
36081084000,4
36047082000,4
36081073700,4
36081049302,4
36047007700,4
36061008300,4
36081040302,4
36081024900,4
36005022102,4
36047008000,4
36085009602,4
36081054700,4
36047050600,4
36081014202,4
36081014700,4
36047043300,4
36005043503,4
36047049100,4
36061007800,4
36061009000,4
36047028100,4
36081077906,4
36047074000,4
36081033000,4
36081025900,4
36005025000,4
36047051900,4
36081077904,4
36047110400,4
36081026100,4
36081083800,4
36047052600,4
36005002702,4
36061026500,4
36005037900,4
36081059300,4
36081024000,4
36047026100,4
36005024100,4
36061006300,4
36081036600,4
36047045300,4
36047044300,4
36081003100,3
36005040303,3
36005040502,3
36061005900,3
36061024100,3
36081006900,3
36061030900,3
36047027600,3
36085032300,3
36047011901,3
36081054500,3
36081071701,3
36081113900,3
36047003700,3
36081104700,3
36061011202,3
36085000300,3
36047001502,3
36047007500,3
36081005700,3
36047096800,3
36047026000,3
36061027300,3
36005018301,3
36047026700,3
36047081600,3
36047050001,3
36081116301,3
36047026500,3
36081048200,3
36081012800,3
36085013302,3
36005014900,3
36081017902,3
36081068300,3
36061022800,3
36047019400,3
36081006202,3
36047050900,3
36047057901,3
36005035000,3
36005051601,3
36047000501,3
36081029500,3
36047056900,3
36047026400,3
36081019901,3
36081014100,3
36061019100,3
36047017100,3
36081009800,3
36081008500,3
36005020900,3
36047090000,3
36081054200,3
36005012901,3
36081125700,3
36061029100,3
36061012800,3
36081030906,3
36085029102,3
36081002800,3
36047021000,3
36047045600,3
36005022901,3
36081046901,3
36085009601,3
36081041300,3
36005020200,3
36081025100,3
36085000600,3
36081014300,3
36061020600,3
36005022000,3
36081061900,3
36047031500,3
36047000700,3
36005017300,3
36047052300,3
36081001902,3
36061020901,3
36081041500,3
36061010801,3
36081047802,3
36047022200,3
36047047800,3
36005034800,3
36005016900,3
36081060100,3
36061014402,3
36081052800,3
36085002900,3
36005038700,3
36047048600,3
36061014602,3
36085014606,3
36061027700,3
36081057700,3
36047092400,3
36081071306,3
36047000502,3
36061012000,3
36081022002,3
36081041100,3
36085012500,3
36047043200,3
36085002700,3
36047019600,3
36081074300,3
36081037700,3
36047086600,3
36081026700,3
36061013201,3
36081021200,3
36005021900,3
36005037504,3
36061030300,3
36047036100,3
36005023600,3
36081028700,3
36047022700,3
36047041200,3
36047042600,3
36081015300,3
36047060800,3
36005006900,3
36061017300,3
36047040500,3
36047025100,3
36081055500,3
36085006400,3
36047028300,3
36047016900,3
36005003100,3
36061019800,3
36061011600,3
36081013700,3
36047118400,3
36005042200,3
36081010300,3
36047089400,3
36085006700,3
36047013800,3
36047030400,3
36047050300,3
36047005400,3
36061021500,3
36081086500,3
36061009902,3
36061010601,3
36005003300,3
36061015402,3
36081020800,3
36061004800,3
36061025300,3
36061005600,3
36061031704,3
36085001100,3
36005046205,3
36085007002,3
36047032100,3
36047028400,3
36081058900,3
36047042800,3
36081085700,3
36085015601,3
36081052600,3
36085011201,3
36047025800,3
36081094202,3
36081040102,3
36081018101,3
36081011100,3
36061005200,3
36081011700,3
36005015100,3
36047015100,3
36005043400,3
36061022600,3
36081016300,3
36047032700,3
36047051002,3
36081047900,3
36085027900,3
36005029600,3
36061026100,3
36061002800,3
36061004300,3
36061016500,3
36005019300,3
36061011700,3
36005028300,3
36047109800,3
36061012901,3
36047012700,3
36005001902,3
36081026300,3
36047012000,3
36061015401,3
36081026501,3
36081088902,3
36081119100,3
36081121500,3
36047069800,3
36047006200,3
36061031703,3
36005040501,3
36047022100,3
36081107201,3
36005042000,3
36081127700,3
36081012400,3
36061018700,3
36061000800,3
36081040501,3
36081094203,3
36047052000,3
36005006800,3
36061004200,3
36085017011,3
36005017901,3
36047006600,3
36005021602,3
36047013000,3
36081117100,3
36081053901,3
36061013501,3
36005018400,3
36061010803,3
36005007200,3
36047013300,3
36061002601,3
36081012602,3
36005030202,3
36047016300,3
36081099801,3
36061008900,3
36081038100,3
36061018000,3
36005000200,3
36047051700,3
36081094500,3
36061023600,3
36005027700,3
36081046600,3
36047038800,3
36047058200,3
36005015200,3
36005024300,3
36081044302,3
36047080600,3
36005021700,3
36047042100,3
36005016500,3
36061020800,3
36047039900,3
36047019000,3
36085022801,3
36081007300,3
36081000701,3
36047048200,3
36047038100,3
36081067900,3
36047038700,3
36005036501,3
36085015100,3
36081044602,3
36081077500,3
36047032500,3
36047037900,3
36061029500,3
36061027900,3
36085022300,3
36081046800,3
36085020100,3
36061007002,3
36047032600,3
36081018501,3
36047035301,2
36005011702,2
36081023600,2
36005033202,2
36047008800,2
36081056500,2
36081077905,2
36047027200,2
36081027102,2
36047004100,2
36047084000,2
36047011700,2
36081040701,2
36047123700,2
36047020800,2
36005033802,2
36047098400,2
36005011701,2
36005027401,2
36047088400,2
36081073100,2
36005020601,2
36085030301,2
36081079702,2
36047024400,2
36047050801,2
36061009700,2
36005037100,2
36047002200,2
36005022902,2
36085023100,2
36047013600,2
36047044700,2
36005032600,2
36047084600,2
36047081400,2
36047116400,2
36005013500,2
36005024400,2
36047081000,2
36081010100,2
36081012301,2
36081143500,2
36005021601,2
36061011401,2
36061017401,2
36005031200,2
36081053401,2
36047117601,2
36005004100,2
36047091600,2
36005046207,2
36081015100,2
36047005601,2
36081010200,2
36005004400,2
36085027702,2
36047029800,2
36061010602,2
36081011800,2
36081047500,2
36081027301,2
36005037000,2
36085018701,2
36081103300,2
36081093401,2
36047043500,2
36081120701,2
36005016700,2
36047086000,2
36005009600,2
36005013200,2
36005002002,2
36005006500,2
36047019800,2
36081071600,2
36061022102,2
36081036100,2
36047003400,2
36081040901,2
36061017900,2
36047076800,2
36005040701,2
36005023502,2
36047018700,2
36047007000,2
36047010100,2
36081048100,2
36085017013,2
36081097204,2
36005035900,2
36047049800,2
36047056301,2
36005018102,2
36081056600,2
36081015700,2
36005028600,2
36081068000,2
36047018501,2
36047031300,2
36081122703,2
36047065000,2
36081152901,2
36047089600,2
36047152200,2
36005042902,2
36081134701,2
36061020300,2
36047003500,2
36081004500,2
36061005000,2
36047029900,2
36081037300,2
36005000400,2
36081055300,2
36081040702,2
36081076902,2
36005015700,2
36005023100,2
36047044902,2
36047004500,2
36005022702,2
36047061003,2
36061015802,2
36061007500,2
36047024100,2
36047112400,2
36085029105,2
36005021100,2
36047058000,2
36061013604,2
36005022200,2
36047034800,2
36047018100,2
36047030700,2
36047095000,2
36081006502,2
36081040200,2
36081066900,2
36081042700,2
36047050100,2
36081098700,2
36081048400,2
36047011400,2
36047009600,2
36081028200,2
36061023000,2
36005033700,2
36081004002,2
36081031700,2
36061000202,2
36047030500,2
36047027500,2
36081014000,2
36047080200,2
36047035102,2
36047023000,2
36005038200,2
36081055200,2
36005012300,2
36005019400,2
36047040900,2
36047018200,2
36081155104,2
36047062200,2
36081099200,2
36081063700,2
36081062900,2
36047062800,2
36047019300,2
36081036500,2
36081003800,2
36081109900,2
36005039000,2
36081099704,2
36081048900,2
36081100803,2
36047005602,2
36005028500,2
36081069701,2
36081101004,2
36047035101,2
36085005000,2
36081065600,2
36061016001,2
36047039100,2
36005001600,2
36085007700,2
36081025402,2
36061011203,2
36047015700,2
36081027101,2
36081034700,2
36081032900,2
36047047600,2
36047101000,2
36005003500,2
36005038303,2
36005006200,2
36047024800,2
36081080900,2
36081157902,2
36047055500,2
36061022400,2
36047035400,2
36047041700,2
36081048000,2
36081025401,2
36081027500,2
36047040600,2
36047039800,2
36061012902,2
36047072200,2
36085007500,2
36081000400,2
36005032300,2
36047015300,2
36047014102,2
36005036901,2
36081004700,2
36081043702,2
36061004400,2
36005022404,2
36081150702,2
36081019600,2
36005022403,2
36081085900,2
36047055400,2
36085009701,2
36047009201,2
36081069500,2
36047074200,2
36081116302,2
36005041900,2
36081079900,2
36047036600,2
36047007200,2
36047082600,2
36081027302,2
36081112900,2
36081059100,2
36047080000,2
36005028400,2
36081129104,2
36047016100,2
36081093900,2
36081007900,2
36081044301,2
36047086800,2
36005036902,2
36047030000,2
36081040301,2
36047105804,2
36047032800,2
36047023300,2
36047030800,2
36061010300,2
36081101700,2
36047054200,2
36047094401,2
36081029700,2
36005025200,2
36047119000,2
36061003900,2
36005023302,2
36061019400,2
36005002800,2
36061018100,2
36047058901,2
36085012804,2
36081023502,2
36061019200,2
36081157101,2
36047050202,2
36061012601,2
36005008300,2
36081049700,2
36085004004,2
36005015500,2
36081092500,2
36047014800,2
36005039600,2
36081016600,2
36005024502,2
36061022900,2
36005012102,2
36047065200,2
36061026900,2
36047077400,2
36061018600,2
36085002002,2
36081062100,2
36081063200,2
36081013800,2
36081027701,2
36047114201,2
36081012601,2
36081109700,2
36061017700,2
36081028400,2
36061002902,2
36005023000,2
36081136700,2
36081081800,2
36047013400,2
36047036002,2
36047012100,2
36047029200,2
36081012200,2
36005020100,2
36047016700,2
36081007700,2
36047102400,2
36005038600,2
36061017800,2
36047031702,2
36061016800,2
36081058100,2
36081065703,2
36047039000,2
36081062700,2
36047097400,2
36061019000,2
36061001402,2
36081024700,2
36047031900,2
36047057000,2
36047085600,2
36047040400,2
36047042500,2
36081026200,2
36081068200,2
36005006400,2
36081032700,2
36081047200,2
36047041800,2
36047116600,2
36081010600,2
36085017005,2
36081130100,2
36081020600,2
36081058700,2
36005022500,2
36047040200,2
36047043700,2
36047009402,2
36047027900,2
36005023301,2
36081058300,2
36005032400,2
36081015500,2
36047027800,2
36081091900,2
36081141700,2
36047102801,2
36047086200,2
36085024401,2
36085020806,2
36047029600,2
36005042300,2
36047120000,2
36047056800,2
36081085300,2
36061015101,2
36047029100,2
36047006700,2
36047014902,2
36081092900,2
36081039800,2
36081003400,2
36005046208,2
36061021000,2
36081071305,2
36047002100,2
36005021001,2
36047012200,2
36081102900,2
36081015400,2
36081065702,2
36081093402,2
36047005100,2
36047050700,2
36081040101,2
36005004300,2
36047029400,2
36047042200,2
36005012500,2
36047021200,2
36061023501,2
36081103201,2
36081146300,2
36047028600,2
36047015900,2
36081051700,2
36081029300,2
36005039400,2
36047012600,2
36047010000,2
36085012200,2
36047004900,2
36047022000,2
36085017600,2
36085001700,2
36005002701,2
36047049302,2
36081060300,2
36047039200,2
36047117602,2
36061019500,2
36047003900,2
36081044400,2
36047112000,2
36061003602,2
36005016600,2
36081063500,2
36047053800,2
36047012901,2
36081040400,2
36081059501,2
36081000600,2
36081084901,2
36047023100,2
36005012701,2
36047079201,2
36081116700,2
36047025600,2
36061012602,2
36047032300,2
36061017500,2
36081039400,2
36085019800,2
36081120500,2
36061017402,2
36047116800,2
36005026400,2
36061016002,2
36081103202,2
36081147900,2
36047049200,2
36081018102,2
36047080400,2
36085022601,2
36047025700,2
36081037502,2
36005005002,2
36047042000,2
36061009400,2
36005041800,1
36047057600,1
36005035800,1
36061009903,1
36081051500,1
36061016300,1
36047044000,1
36081115900,1
36081028500,1
36047119400,1
36047088800,1
36081051100,1
36081065401,1
36081157102,1
36047092000,1
36047030900,1
36047006400,1
36081004401,1
36081030904,1
36081023200,1
36005021200,1
36081011900,1
36081010500,1
36085013800,1
36047045400,1
36081060800,1
36081045500,1
36047009001,1
36005044901,1
36061013202,1
36047030300,1
36047028200,1
36047029300,1
36081006501,1
36047088600,1
36047038300,1
36061001501,1
36047039300,1
36081011200,1
36047024000,1
36081059900,1
36081009100,1
36047010401,1
36047098600,1
36081036800,1
36005015300,1
36005024800,1
36005018501,1
36047051001,1
36081012100,1
36047078400,1
36081064500,1
36005018302,1
36047083200,1
36047004300,1
36047028800,1
36005037200,1
36005022701,1
36081012500,1
36005039200,1
36081099705,1
36047095800,1
36047041500,1
36047057400,1
36047043800,1
36061014700,1
36081003000,1
36081025800,1
36081027200,1
36047026600,1
36005046203,1
36047019200,1
36047036200,1
36047057300,1
36081037501,1
36047000900,1
36005005200,1
36081035800,1
36047030200,1
36047043000,1
36005009302,1
36047047700,1
36061022700,1
36047072600,1
36047018300,1
36081122704,1
36081013000,1
36047081800,1
36081103900,1
36047023200,1
36081001903,1
36047048000,1
36081035200,1
36005022300,1
36047008200,1
36047011000,1
36005040900,1
36085007001,1
36081062200,1
36047001300,1
36081059600,1
36005045101,1
36085011402,1
36081084500,1
36085015602,1
36005034400,1
36047017400,1
36085014605,1
36081152902,1
36005007300,1
36047042400,1
36047022900,1
36005045102,1
36081076901,1
36047025000,1
36047069602,1
36081067100,1
36085017300,1
36047029500,1
36081002600,1
36081122702,1
36005013000,1
36081063301,1
36085007400,1
36081042400,1
36081001901,1
36047006300,1
36061020102,1
36005036400,1
36005044200,1
36047070201,1
36005036000,1
36047025400,1
36081081400,1
36081133300,1
36081077907,1
36081085500,1
36005016200,1
36047073600,1
36047031701,1
36081050700,1
36085000900,1
36081097205,1
36081004001,1
36081047000,1
36081052000,1
36061014801,1
36047036400,1
36081114100,1
36061020500,1
36081083700,1
36047087401,1
36061020000,1
36081053200,1
36061001401,1
36061028300,1
36005006302,1
36047010802,1
36047013500,1
36047000100,1
36005036700,1
36081035700,1
36061024700,1
36081140902,1
36005026900,1
36061013602,1
36047088200,1
36005008900,1
36081145102,1
36047017800,1
36047024300,1
36047024900,1
36081048500,1
36047039700,1
36081030905,1
36047041100,1
36005005100,1
36047011200,1
36047037000,1
36047037402,1
36047073800,1
36005039500,1
36061021600,1
36061005502,1
36047067400,1
36081013500,1
36081055800,1
36047048800,1
36047020500,1
36047028000,1
36081013400,1
36081027900,1
36081066301,1
36081145900,1
36047020000,1
36047038500,1
36005037400,1
36047024600,1
36061002700,1
36061002202,1
36081045800,1
36047034200,1
36005011800,1
36005040302,1
36047068800,1
36081066501,1
36061010802,1
36047003000,1
36061015002,1
36005043600,1
36005034500,1
36085022802,1
36047087800,1
36081005500,1
36047060000,1
36047084800,1
36081038400,1
36085011401,1
36081011000,1
36047012801,1
36081055900,1
36061013203,1
36005034200,1
36061015502,1
36047113200,1
36061023900,1
36005013300,1
36047068200,1
36061023400,1
36047098800,1
36081115500,1
36047096400,1
36047079801,1
36047005301,1
36047061004,1
36047039500,1
36005042400,1
36081033405,1
36081029100,1
36081014400,1
36081018900,1
36081028801,1
36081137700,1
36047117000,1
36047050500,1
36047034300,1
36005013800,1
36085005901,1
36047009800,1
36061015601,1
36081017400,1
36081000200,1
36005021501,1
36005006700,1
36047111600,1
36047051601,1
36005005600,1
36081054000,1
36081003301,1
36047014101,1
36005029302,1
36047013700,1
36005021002,1
36047036001,1
36047029000,1
36061025700,1
36085018100,1
36047049000,1
36047079802,1
36081047801,1
36081069702,1
36061028700,1
36005005902,1
36081073900,1
36047034500,1
36081027000,1
36081122300,1
36081004200,1
36081099802,1
36081049301,1
36081008300,1
36081045900,1
36047044600,1
36081126500,1
36081000800,1
36047051500,1
36047006901,1
36081052500,1
36085014700,1
36005022401,1
36047013100,1
36047029700,1
36005005001,1
36061014401,1
36081019200,1
36081091603,1
36081025302,1
36081069000,1
36047017000,1
36081051600,1
36047021800,1
36005038301,1
36081019400,1
36061023700,1
36061022200,1
36081050000,1
36047036300,1
36081101002,1
36047053400,1
36047007100,1
36061013603,1
36047020700,1
36081070300,1
36047020300,1
36081001600,1
36005012101,1
36081070700,1
36061025100,1
36047026300,1
36081066701,1
36081046300,1
36047117202,1
36005009000,1
36081094700,1
36081028802,1
36085004001,1
36047014700,1
36085018704,1
36081118900,1
36047020600,1
36085015603,1
36061014900,1
36061016100,1
36081079000,1
36005036502,1
36047022400,1
36081046902,1
36081001800,1
36081071303,1
36047073200,1
36081009600,1
36005025700,1
36047035000,1
36005040100,1
36081026902,1
36047059800,1
36081020500,1
36047058400,1
36005033801,1
36061015602,1
36061024302,1
36061024900,1
36081022900,1
36081025500,1
36047034902,1
36081003900,1
36081086400,1
36081019902,1
36085020804,1
36047036502,1
36085010500,1
36061018500,1
36047065600,1
36047092800,1
36081056800,1
36047007800,1
36081027600,1
36047044400,1
36047058600,1
36047043400,1
36005042800,1
36047067200,1
36047059200,1
36061006200,1
36047028501,1
36005034300,1
36005026100,1
36005018502,1
36047046201,1
36047015500,1
36081001000,1
36081063900,1
36047005302,1
36005009800,1
36081095400,1
36005038000,1
36047096000,1
36005016000,1
36081035100,1
36047040000,1
36047059404,1
36047055000,1
36081016100,1
36047083600,1
36005021302,1
36005036100,1
36081002000,1
36005038304,1
36047001802,1
36081058200,1
36081126700,1
36081108500,1
36047064400,1
36047020100,1
36005023704,1
36081013200,1
36047014901,1
36085024700,1
36005029700,1
36005046000,1
36047032900,1
36047021700,1
36047072800,1
36047013200,1
36047083000,1
36061002901,1
36047039600,1
36005041500,1
36081003200,1
36047053700,1
36061005800,1
36005037600,1
36047035701,1
36047097000,1
36085008100,1
36047021500,1
36081039902,1
36047030100,1
36047074600,1
36047093400,1
36061014300,1
36005024501,1
36005011900,1
36047045000,1
36081037600,1
36047072000,1
36047027300,1
36047082200,1
36005035600,1
36005046209,1
36047050803,1
36047107001,1
36005032800,1
36081119900,1
36081061800,1
36081101003,1
36047118202,1
36081129102,1
36047031401,1
36061007001,1
36081023000,1
36061008603,1
36005016100,1
36081011400,1
36005014400,1
36081067700,1
36047083800,1
36081019800,1
36047021300,1
36047025200,1
36061008601,1
36047050401,1
36047090800,1
36047067000,1
36081014500,1
36005004001,1
36047035900,1
36081070900,1
36081010800,1
36047043600,1
36081053502,1
36081072900,1
36081040902,1
36085025100,1
36047019700,1
36005007800,1
36081014900,1
36047122000,1
36047059300,1
36047062600,1
36061024200,1
36061007900,1
36047033500,1
36047072400,1
36047055700,1
36081059800,1
36047101800,1
36047115000,1
36047115200,1
36047095600,1
36047027100,1
36047002000,1
36047001501,1
36081038301,1
36081072100,1
36047079002,1
36081063800,1
36047009002,1
36085012806,1
36047090200,1
36005033601,1
36047096600,1
36047035500,1
36081055400,1
36047113000,1
36005004200,1
36047044901,1
36047118800,1
36059404300,1
36047079602,1
36005025400,1
36081157903,1
36081010000,1
36005042600,1
36081026400,1
36081086100,1
36081050800,1
36081129103,1
36047111800,1
36085004700,1
36061021900,1
36047031100,1
36047041401,1
36081015200,1
36005027900,1
36005007500,1
36047037100,1
36005023200,1
36081048302,1
36047025901,1
36005020400,1
36081054800,1
36081018200,1
36047044200,1
36047053900,1
36081043701,1
36081047100,1
36081045400,1
36061005700,1
36061016400,1
36081048301,1
36047099000,1
36005023702,1
36005028800,1
36081080301,1
36081051000,1
36081105900,1
36081018000,1
36047078000,1
36061030700,1
36081018502,1
36005023501,1
36081045000,1
36081044000,1
36047023600,1
36005041100,1
36081044800,1
36005005300,1
36085014608,1
36081049900,1
36005025600,1
36047096200,1
36047100600,1
36047119200,1
36047055600,1
36061019900,1
36047006902,1
36081142900,1
36005023800,1
36047112200,1
36081133900,1
36047051400,1
36081097202,1
36047079001,1
36061023502,1
36047088001,1
